,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
10002,64, Private,61892, HS-grad,9.0, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,15, United-States, <=50K
10003,34, Self-emp-not-inc,175697, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,75, United-States, <=50K
10004,38, Private,80303, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
10005,25, Private,419658, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
10006,21, Private,319163, Some-college,10.0, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
10007,37, Private,126743, 1st-4th,2.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,53, Mexico, <=50K
10008,39, Private,301568, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
10009,34, Private,120461, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
10010,23, Private,268145, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
10011,54, Private,257337, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
10012,49, Self-emp-inc,213354, Masters,14.0, Separated, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
10013,25, Private,303431, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
10014,51, Private,124963, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
10015,29, Private,158218, HS-grad,9.0, Never-married, Farming-fishing, Unmarried, White, Male,0,0,35, United-States, <=50K
10016,27, State-gov,553473, Bachelors,13.0, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,48, United-States, <=50K
10017,53, Private,46155, HS-grad,9.0, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
10018,68, Private,138714, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
10019,56, Private,231781, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
10021,24, Private,19410, HS-grad,9.0, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
10023,24, Private,185821, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
10026,41, Local-gov,144995, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
10027,45, Private,162494, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
10028,35, Private,171968, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
10029,21, Private,232569, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
10030,45, Private,161819, 11th,7.0, Separated, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
10031,18, Private,123343, 11th,7.0, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
10032,49, Private,105449, Bachelors,13.0, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,25, United-States, <=50K
10033,49, Private,181717, Assoc-voc,11.0, Separated, Prof-specialty, Own-child, White, Female,0,0,36, United-States, <=50K
10034,45, Local-gov,102359, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, <=50K
10035,27, Private,72887, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
10036,28, Private,154571, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
10037,35, Private,255191, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
10038,33, Private,174789, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
10039,35, Private,110402, 11th,7.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
10040,19, Private,208513, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
10041,33, Private,121904, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States, <=50K
10042,28, Private,34335, HS-grad,9.0, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,14084,0,40, United-States, >50K
10043,49, Private,59380, Some-college,10.0, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
10045,39, Self-emp-inc,126675, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
10046,22, Private,217363, HS-grad,9.0, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
10047,42, Private,91836, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
10048,22, Private,184813, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
10049,18, Private,178142, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
10050,49, Local-gov,102359, 9th,5.0, Widowed, Handlers-cleaners, Unmarried, White, Male,0,2231,40, United-States, >50K
10051,33, Self-emp-inc,281832, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
10052,28, Private,96226, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
10053,42, Private,195124, 7th-8th,4.0, Married-spouse-absent, Prof-specialty, Other-relative, White, Male,0,0,35, Puerto-Rico, <=50K
10054,20, Private,56322, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,2176,0,25, United-States, <=50K
10055,50, Local-gov,97449, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
10056,32, Private,339773, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
10057,31, Federal-gov,210926, HS-grad,9.0, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
10058,29, Private,199499, Assoc-voc,11.0, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
10059,46, Federal-gov,190729, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
10060,32, Self-emp-inc,191385, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,77, United-States, <=50K
10061,61, Private,193479, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Female,0,0,24, United-States, <=50K
10062,43, Self-emp-not-inc,225165, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
10063,35, Private,346766, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
10064,39, State-gov,152307, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
10066,42, Self-emp-not-inc,170649, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
10067,23, Private,197207, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
10068,32, Private,229732, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
10069,52, Private,204402, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,85, United-States, >50K
10070,36, Private,181065, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
10072,50, Private,237729, HS-grad,9.0, Widowed, Sales, Not-in-family, White, Female,0,2444,72, United-States, >50K
10074,71, Private,179574, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, United-States, >50K
10075,27, Private,191782, HS-grad,9.0, Never-married, Other-service, Other-relative, Black, Female,0,0,30, United-States, <=50K
10076,56, Private,146660, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
10077,28, Self-emp-not-inc,115945, Some-college,10.0, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
10078,45, Private,210875, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
10079,28, Private,137898, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
10080,28, Local-gov,216965, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
10081,18, Private,201554, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,15, United-States, <=50K
10082,62, Private,57970, 7th-8th,4.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
10083,35, Private,208378, 12th,8.0, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
10084,39, Private,61343, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
10085,24, Private,283872, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,20, United-States, <=50K
10086,58, Private,225603, 9th,5.0, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
10087,48, Private,401333, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
10088,57, Private,278228, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
10089,31, Private,145377, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
10090,25, Private,120238, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
10091,34, Private,187215, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,36, United-States, >50K
10092,29, Self-emp-not-inc,144063, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States, <=50K
10093,38, Private,238721, Assoc-acdm,12.0, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
10094,21, Private,164920, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
10095,34, Self-emp-not-inc,152493, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
10096,50, Private,92968, Bachelors,13.0, Never-married, Sales, Unmarried, White, Female,0,0,32, United-States, <=50K
10097,50, Private,136836, HS-grad,9.0, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
10098,49, Federal-gov,216453, Assoc-voc,11.0, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, United-States, <=50K
10099,30, Private,349148, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
10100,29, State-gov,309620, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, Taiwan, <=50K
10101,22, State-gov,347803, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,20, United-States, <=50K
10102,42, Private,85995, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
10104,31, Private,164569, Some-college,10.0, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
10105,42, Self-emp-not-inc,308279, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,21, United-States, <=50K
10106,20, Private,56322, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
10108,50, Private,211654, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
10109,27, Self-emp-inc,120126, 9th,5.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
10110,26, Private,239043, 11th,7.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
10112,20, Private,312017, Some-college,10.0, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Germany, <=50K
10113,51, Private,257485, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
10114,52, Private,49243, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
10115,33, Private,229716, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
10116,31, Private,341672, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,60, India, <=50K
10117,24, Private,32311, Some-college,10.0, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
10118,56, Private,275236, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
10120,29, Private,184596, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3942,0,50, United-States, <=50K
10121,18, Private,186909, HS-grad,9.0, Never-married, Sales, Other-relative, White, Female,1055,0,30, United-States, <=50K
10122,43, Private,152420, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, <=50K
10123,43, State-gov,261929, Doctorate,16.0, Married-spouse-absent, Prof-specialty, Unmarried, White, Male,25236,0,64, United-States, >50K
10124,21, Private,235442, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
10125,51, Private,161691, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
10127,41, Private,355918, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
10128,45, State-gov,198660, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
10129,20, Private,122649, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
10130,28, Private,421967, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,60, United-States, >50K
10131,50, Local-gov,259377, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,40, United-States, >50K
10132,47, Private,74305, Bachelors,13.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
10133,80, Self-emp-not-inc,34340, 7th-8th,4.0, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
10134,47, Self-emp-not-inc,182752, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, Iran, <=50K
10136,45, Private,34248, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
10137,17, Private,186677, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
10138,37, Private,167851, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
10139,27, Private,146460, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
10140,17, Private,209650, 12th,8.0, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
10141,18, Self-emp-not-inc,132986, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
10142,57, Private,94429, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
10143,26, Private,252406, HS-grad,9.0, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
10144,26, Private,174592, Masters,14.0, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
10145,36, Self-emp-not-inc,151322, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
10146,51, Private,37237, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
10147,38, Private,101192, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
10149,51, Private,94081, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
10150,24, Private,329408, 11th,7.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
10151,35, Private,106028, HS-grad,9.0, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
